Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,20,Stephanie Cohen-Aloro,FRA,,Alona Bondarenko *,UKR,29,1 - 6,6 - 7 (6 - 8),,,,
1,21,Anna-Lena Groenefeld *,GER,17,Sandra Zahlavova,CZE,,6 - 4,6 - 1,,,,
1,22,Ashley Harkleroad *,USA,,Meng Yuan,CHN,,6 - 3,6 - 0,,,,
1,23,Emilie Loit *,FRA,,Aravane Rezai,FRA,,6 - 3,4 - 6,6 - 3,,,
1,24,Alize Cornet,FRA,,Daniela Hantuchova *,SVK,15,4 - 6,1 - 6,,,,
1,25,Dinara Safina *,RUS,9,Ekaterina Bychkova,RUS,,7 - 6 (7 - 5),6 - 1,,,,
1,26,Youlia Fedossova *,FRA,,Catalina Castano,COL,,7 - 5,6 - 4,,,,
1,27,Ahsha Rolle,USA,,Lourdes Dominguez Lino *,ESP,,3 - 6,4 - 6,,,,
1,28,Elena Bovina,RUS,,Na Li *,CHN,19,4 - 6,3 - 6,,,,
1,29,Eleni Daniilidou,GRE,32,Aiko Nakamura *,JPN,,4 - 6,0 - 6,,,,
1,30,Olga Savchuk,UKR,,Sania Mirza *,IND,,3 - 6,5 - 7,,,,
1,31,Alla Kudryavtseva *,RUS,,Emma Laine,FIN,,4 - 6,6 - 2,9 - 7,,,
1,32,Nathalie Dechy,FRA,,Martina Hingis *,SUI,6,0 - 6,2 - 6,,,,
1,33,Nadia Petrova *,RUS,5,Tamarine Tanasugarn,THA,,6 - 3,6 - 2,,,,
1,34,Gisela Dulko *,ARG,,Tiantian Sun,CHN,,6 - 2,6 - 2,,,,
1,35,Michaella Krajicek,NED,,Anne Kremer *,LUX,,4 - 6,3 - 6,,,,
1,36,Serena Williams *,USA,,Mara Santangelo,ITA,27,6 - 2,6 - 1,,,,
1,37,Marion Bartoli *,FRA,18,Vera Dushevina,RUS,,6 - 0,6 - 3,,,,
1,38,Victoria Azarenka *,BLR,,Yuliana Fedak,UKR,,6 - 2,5 - 7,6 - 4,,,
1,39,Melinda Czink,HUN,,Virginia Ruano Pascual *,ESP,,6 - 1,1 - 6,7 - 9,,,
1,40,Aleksandra Wozniak,CAN,,Jelena Jankovic *,SRB,11,3 - 6,3 - 6,,,,
1,41,Shahar Peer *,ISR,16,Romina Oprandi,ITA,,6 - 1,6 - 3,,,,
1,42,Edina Gallovits,ROM,,Meilen Tu *,USA,,6 - 2,4 - 6,2 - 6,,,
1,43,Zuzana Ondraskova *,CZE,,Clarisa Fernandez,ARG,,6 - 4,6 - 2,,,,
1,44,Anna Smashnova,ISR,,Tatiana Golovin *,FRA,20,3 - 6,1 - 6,,,,
1,45,Maria Kirilenko *,RUS,26,Karolina Sprem,CRO,,3 - 6,6 - 3,6 - 1,,,
1,46,Julia Vakulenko *,UKR,,Elena Likhovtseva,RUS,,6 - 0,4 - 6,6 - 3,,,
1,47,Iroda Tulyaganova,UZB,,Monique Adamczak *,AUS,,1 - 6,4 - 6,,,,
1,48,Jessica Moore,AUS,,Svetlana Kuznetsova *,RUS,3,2 - 6,0 - 6,,,,
1,49,Elena Dementieva *,RUS,7,Stephanie Foretz,FRA,,6 - 1,6 - 2,,,,
1,50,Martina Muller *,GER,,Jorgelina Cravero,ARG,,6 - 0,6 - 3,,,,
1,51,Maria Elena Camerin *,ITA,,Kirsten Flipkens,BEL,,6 - 2,6 - 2,,,,
1,52,Elena Vesnina *,RUS,,Anabel Medina Garrigues,ESP,25,6 - 7 (7 - 9),6 - 1,6 - 1,,,
1,53,Katarina Srebotnik *,SLO,21,Casey Dellacqua,AUS,,4 - 6,6 - 2,7 - 5,,,
1,54,Iveta Benesova *,CZE,,Galina Voskoboeva,RUS,,6 - 7 (3 - 7),6 - 1,6 - 4,,,
1,55,Jarmila Gajdosova,SVK,,Milagros Sequera *,VEN,,3 - 6,4 - 6,,,,
1,56,Jill Craybas,USA,,Nicole Vaidisova *,CZE,10,4 - 6,7 - 5,1 - 6,,,
1,57,Francesca Schiavone *,ITA,14,Sandra Kloesel,GER,,6 - 4,6 - 4,,,,
1,58,Lucie Safarova *,CZE,,Alberta Brianti,ITA,,6 - 3,6 - 1,,,,
1,59,Laura Pous Tio,ESP,,Anastasiya Yakimova *,BLR,,2 - 6,6 - 4,5 - 7,,,
1,60,Sofia Arvidsson,SWE,,Ai Sugiyama *,JPN,23,3 - 6,4 - 6,,,,
1,61,Jie Zheng,CHN,31,Julia Schruff *,GER,,6 - 4,6 - 7 (1 - 7),4 - 6,,,
1,62,Martina Sucha,SVK,,Eva Birnerova *,CZE,,5 - 7,3 - 6,,,,
1,63,Marta Domachowska,POL,,Olga Poutchkova *,RUS,,2 - 6,4 - 6,,,,
1,64,Shenay Perry,USA,,Amelie Mauresmo *,FRA,2,3 - 6,4 - 6,,,,
2,1,Maria Sharapova *,RUS,1,Anastassia Rodionova,RUS,,6 - 0,6 - 3,,,,
2,2,Renata Voracova,CZE,,Tathiana Garbin *,ITA,30,1 - 6,5 - 7,,,,
2,3,Vera Zvonareva *,RUS,22,Tamira Paszek,AUT,,6 - 1,6 - 3,,,,
2,4,Agnieszka Radwanska,POL,,Ana Ivanovic *,SRB,13,2 - 6,6 - 3,2 - 6,,,
2,5,Anna Chakvetadze *,RUS,12,Laura Granville,USA,,6 - 2,5 - 7,6 - 1,,,
2,6,Jelena Kostanic Tosic *,CRO,,Samantha Stosur,AUS,24,6 - 4,2 - 6,6 - 2,,,
2,7,Kaia Kanepi,EST,,Alicia Molik *,AUS,,6 - 1,3 - 6,2 - 6,,,
2,8,Shuai Peng,CHN,,Patty Schnyder *,SUI,8,5 - 7,3 - 6,,,,
2,9,Kim Clijsters *,BEL,4,Akiko Morigami,JPN,,6 - 3,6 - 0,,,,
2,10,Virginie Razzano,FRA,,Alona Bondarenko *,UKR,29,3 - 6,4 - 6,,,,
2,11,Anna-Lena Groenefeld,GER,17,Ashley Harkleroad *,USA,,2 - 6,2 - 6,,,,
2,12,Emilie Loit,FRA,,Daniela Hantuchova *,SVK,15,6 - 4,3 - 6,4 - 6,,,
2,13,Dinara Safina *,RUS,9,Youlia Fedossova,FRA,,6 - 3,6 - 2,,,,
2,14,Lourdes Dominguez Lino,ESP,,Na Li *,CHN,19,0 - 6,2 - 6,,,,
2,15,Aiko Nakamura *,JPN,,Sania Mirza,IND,,6 - 3,6 - 2,,,,
2,16,Alla Kudryavtseva,RUS,,Martina Hingis *,SUI,6,2 - 6,2 - 6,,,,
2,17,Nadia Petrova *,RUS,5,Gisela Dulko,ARG,,6 - 1,6 - 2,,,,
2,18,Anne Kremer,LUX,,Serena Williams *,USA,,6 - 7 (4 - 7),2 - 6,,,,
2,19,Marion Bartoli,FRA,18,Victoria Azarenka *,BLR,,0 - 6,5 - 7,,,,
2,20,Virginia Ruano Pascual,ESP,,Jelena Jankovic *,SRB,11,2 - 6,2 - 6,,,,
2,21,Shahar Peer *,ISR,16,Meilen Tu,USA,,6 - 3,6 - 0,,,,
2,22,Zuzana Ondraskova,CZE,,Tatiana Golovin *,FRA,20,2 - 6,0 - 6,,,,
2,23,Maria Kirilenko *,RUS,26,Julia Vakulenko,UKR,,4 - 6,6 - 3,6 - 4,,,
2,24,Monique Adamczak,AUS,,Svetlana Kuznetsova *,RUS,3,2 - 6,1 - 6,,,,
2,25,Elena Dementieva *,RUS,7,Martina Muller,GER,,7 - 5,3 - 6,6 - 0,,,
2,26,Maria Elena Camerin *,ITA,,Elena Vesnina,RUS,,4 - 6,6 - 3,8 - 6,,,
2,27,Katarina Srebotnik *,SLO,21,Iveta Benesova,CZE,,7 - 6 (7 - 0),6 - 7 (6 - 8),6 - 1,,,
2,28,Milagros Sequera,VEN,,Nicole Vaidisova *,CZE,10,2 - 6,1 - 6,,,,
2,29,Francesca Schiavone,ITA,14,Lucie Safarova *,CZE,,3 - 6,3 - 6,,,,
2,30,Anastasiya Yakimova *,BLR,,Ai Sugiyama,JPN,23,6 - 2,2 - 6,10 - 8,,,
2,31,Julia Schruff,GER,,Eva Birnerova *,CZE,,2 - 6,6 - 2,2 - 6,,,
2,32,Olga Poutchkova,RUS,,Amelie Mauresmo *,FRA,2,2 - 6,2 - 6,,,,
3,1,Maria Sharapova *,RUS,1,Tathiana Garbin,ITA,30,6 - 3,6 - 1,,,,
3,2,Vera Zvonareva *,RUS,22,Ana Ivanovic,SRB,13,6 - 1,6 - 2,,,,
3,3,Anna Chakvetadze *,RUS,12,Jelena Kostanic Tosic,CRO,,6 - 4,6 - 4,,,,
3,4,Alicia Molik,AUS,,Patty Schnyder *,SUI,8,6 - 3,2 - 6,0 - 6,,,
3,5,Kim Clijsters *,BEL,4,Alona Bondarenko,UKR,29,6 - 3,6 - 3,,,,
3,6,Ashley Harkleroad,USA,,Daniela Hantuchova *,SVK,15,7 - 6 (8 - 6),5 - 7,3 - 6,,,
3,7,Dinara Safina,RUS,9,Na Li *,CHN,19,2 - 6,2 - 6,,,,
3,8,Aiko Nakamura,JPN,,Martina Hingis *,SUI,6,2 - 6,1 - 6,,,,
3,9,Nadia Petrova,RUS,5,Serena Williams *,USA,,6 - 1,5 - 7,3 - 6,,,
3,10,Victoria Azarenka,BLR,,Jelena Jankovic *,SRB,11,3 - 6,4 - 6,,,,
3,11,Shahar Peer *,ISR,16,Tatiana Golovin,FRA,20,3 - 6,7 - 5,7 - 5,,,
3,12,Maria Kirilenko,RUS,26,Svetlana Kuznetsova *,RUS,3,1 - 6,4 - 6,,,,
3,13,Elena Dementieva *,RUS,7,Maria Elena Camerin,ITA,,6 - 1,6 - 3,,,,
3,14,Katarina Srebotnik,SLO,21,Nicole Vaidisova *,CZE,10,4 - 6,4 - 6,,,,
3,15,Lucie Safarova *,CZE,,Anastasiya Yakimova,BLR,,6 - 3,,,,,Retired
3,16,Eva Birnerova,CZE,,Amelie Mauresmo *,FRA,2,3 - 6,1 - 6,,,,
4,1,Maria Sharapova *,RUS,1,Vera Zvonareva,RUS,22,7 - 5,6 - 4,,,,
4,2,Anna Chakvetadze *,RUS,12,Patty Schnyder,SUI,8,6 - 4,6 - 1,,,,
4,3,Kim Clijsters *,BEL,4,Daniela Hantuchova,SVK,15,6 - 1,7 - 5,,,,
4,4,Na Li,CHN,19,Martina Hingis *,SUI,6,6 - 4,3 - 6,0 - 6,,,
4,5,Serena Williams *,USA,,Jelena Jankovic,SRB,11,6 - 3,6 - 2,,,,
4,6,Shahar Peer *,ISR,16,Svetlana Kuznetsova,RUS,3,6 - 4,6 - 2,,,,
4,7,Elena Dementieva,RUS,7,Nicole Vaidisova *,CZE,10,3 - 6,3 - 6,,,,
4,8,Lucie Safarova *,CZE,,Amelie Mauresmo,FRA,2,6 - 4,6 - 3,,,,
5,1,Maria Sharapova *,RUS,1,Anna Chakvetadze,RUS,12,7 - 6 (7 - 5),7 - 5,,,,
5,2,Kim Clijsters *,BEL,4,Martina Hingis,SUI,6,3 - 6,6 - 4,6 - 3,,,
5,3,Serena Williams *,USA,,Shahar Peer,ISR,16,3 - 6,6 - 2,8 - 6,,,
5,4,Nicole Vaidisova *,CZE,10,Lucie Safarova,CZE,,6 - 1,6 - 4,,,,
6,1,Maria Sharapova *,RUS,1,Kim Clijsters,BEL,4,6 - 4,6 - 2,,,,
6,2,Serena Williams *,USA,,Nicole Vaidisova,CZE,10,7 - 6 (7 - 5),6 - 4,,,,
7,1,Maria Sharapova,RUS,1,Serena Williams *,USA,,1 - 6,2 - 6,,,,
